Input,Case4_HGNoise,Case4_HPF(1),Case4_LPF(2),Case4_Kal(3),Case4_HPF_Kal(13),Case4_LPF_Kal(23),Case4_EKF(4),Control
-0.245328106,-0.198649745,0.315231104,-0.281493038,-0.298064462,-0.036496031,-0.160872848,-0.426137992,23234
-0.241053865,-0.097803107,0.903335448,-0.284003937,-0.298064462,-0.036496031,-0.160872848,-0.426137992,23234
-0.236710112,-0.095430714,0.802323749,-0.285030513,-0.298064462,-0.036496031,-0.160872848,-0.426137992,23234
-0.2322981,-0.125872636,0.528818989,-0.286771916,-0.298064462,-0.036496031,-0.160872848,-0.426137992,23234
-0.227819102,-0.175451626,0.182587205,-0.289623591,-0.298064462,-0.036496031,-0.160872848,-0.426137992,23234
-0.223274407,-0.236305088,-0.206076509,-0.293201591,-0.298064462,-0.036496031,-0.160872848,-0.426137992,23234
-0.218665328,-0.247183568,-0.259829987,-0.297091061,-0.298064462,-0.036496031,-0.160872848,-0.426137992,23234
-0.213993194,-0.151164904,0.358445351,-0.300500868,-0.298064462,-0.036496031,-0.160872848,-0.426137992,23234
-0.20925935,-0.032652336,1.059825485,-0.30228786,-0.298064462,-0.036496031,-0.160872848,-0.426137992,23234
-0.204465164,-0.036530795,0.923096194,-0.302735083,-0.298064462,-0.036496031,-0.160872848,-0.426137992,23234
-0.199612016,-0.157388102,0.070427204,-0.303963953,-0.298064462,-0.036496031,-0.160872848,-0.426137992,23234
-0.194701307,-0.234757442,-0.409554501,-0.30734574,-0.298064462,-0.036496031,-0.160872848,-0.426137992,23234
-0.189734453,-0.172822978,0.038323425,-0.311438304,-0.298064462,-0.036496031,-0.160872848,-0.426137992,23234
-0.184712886,-0.088909484,0.553286976,-0.31372874,-0.298064462,-0.036496031,-0.160872848,-0.426137992,23234
-0.179638054,-0.026210114,0.86984976,-0.314380842,-0.162137288,0.416676864,-0.237626845,-0.395553355,23234
-0.17451142,-0.002838747,0.919950944,-0.314490757,-0.162137288,0.416676864,-0.237626845,-0.395553355,23234
-0.169334463,-0.0223443,0.71792997,-0.314985028,-0.162137288,0.416676864,-0.237626845,-0.395553355,23234
-0.164108675,-0.109683536,0.109556462,-0.316133532,-0.162137288,0.416676864,-0.237626845,-0.395553355,23234
-0.158835564,-0.175045708,-0.311695059,-0.31832901,-0.162137288,0.416676864,-0.237626845,-0.395553355,23234
-0.15351665,-0.109534165,0.126786394,-0.320840722,-0.162137288,0.416676864,-0.237626845,-0.395553355,23234
-0.148153468,0.008899358,0.847075054,-0.321822516,-0.162137288,0.416676864,-0.237626845,-0.395553355,23234
-0.142747562,0.058051012,1.058426576,-0.321134028,-0.162137288,0.416676864,-0.237626845,-0.395553355,23234
-0.137300493,0.028767173,0.77090172,-0.320395343,-0.162137288,0.416676864,-0.237626845,-0.395553355,23234
-0.131813832,-0.061188319,0.139565291,-0.320663747,-0.162137288,0.416676864,-0.237626845,-0.395553355,23234
-0.126289159,-0.137408222,-0.34774675,-0.32222521,-0.162137288,0.416676864,-0.237626845,-0.395553355,23234
-0.120728069,-0.095117418,-0.0475614,-0.324316915,-0.162137288,0.416676864,-0.237626845,-0.395553355,23234
-0.115132165,-0.020853187,0.405996822,-0.325102223,-0.162137288,0.416676864,-0.237626845,-0.395553355,23234
-0.109503061,0.050566303,0.799841875,-0.324750573,-0.162137288,0.416676864,-0.237626845,-0.395553355,23234
-0.10384238,0.041616606,0.661360414,-0.323911353,-0.162137288,0.416676864,-0.237626845,-0.395553355,23234
-0.098151754,-0.043383743,0.07010615,-0.323882534,-0.162137288,0.416676864,-0.237626845,-0.395553355,23234
-0.092432824,-0.139119232,-0.531079306,-0.325282994,-0.162137288,0.416676864,-0.237626845,-0.395553355,23234
-0.08668724,-0.123010245,-0.372838657,-0.327634293,-0.162137288,0.416676864,-0.237626845,-0.395553355,23234
-0.080916658,-0.065904989,0.006817829,-0.328999888,-0.162137288,0.416676864,-0.237626845,-0.395553355,23234
-0.075122743,0.022502598,0.546765733,-0.329296157,-0.162137288,0.416676864,-0.237626845,-0.395553355,23234
-0.069307165,0.101631812,0.995630154,-0.328699399,-0.030252738,0.706153509,-0.283163122,-0.319212101,23234
-0.063471601,0.028768422,0.443696112,-0.327519363,-0.030252738,0.706153509,-0.283163122,-0.319212101,23234
-0.057617733,-0.041440332,-0.026645057,-0.327784027,-0.030252738,0.706153509,-0.283163122,-0.319212101,23234
-0.051747251,-0.052384889,-0.085928171,-0.328712277,-0.030252738,0.706153509,-0.283163122,-0.319212101,23234
-0.045861847,0.014750502,0.336027819,-0.329047081,-0.030252738,0.706153509,-0.283163122,-0.319212101,23234
-0.039963217,0.113515489,0.907623915,-0.327929193,-0.030252738,0.706153509,-0.283163122,-0.319212101,23234
-0.034053064,0.131686035,0.916156213,-0.325577002,-0.030252738,0.706153509,-0.283163122,-0.319212101,23234
-0.028133091,0.077175482,0.48397806,-0.323705659,-0.030252738,0.706153509,-0.283163122,-0.319212101,23234
-0.022205005,-0.015719446,-0.136666104,-0.323172401,-0.030252738,0.706153509,-0.283163122,-0.319212101,23234
-0.016270516,-0.052434743,-0.343652848,-0.323871609,-0.030252738,0.706153509,-0.283163122,-0.319212101,23234
-0.010331335,0.051838017,0.353160139,-0.324409963,-0.030252738,0.706153509,-0.283163122,-0.319212101,23234
-0.004389174,0.153502678,0.942344268,-0.322679689,-0.030252738,0.706153509,-0.283163122,-0.319212101,23234
0.001554251,0.190007995,1.058769514,-0.319465243,-0.030252738,0.706153509,-0.283163122,-0.319212101,23234
0.007497229,0.158600793,0.753339209,-0.316393442,-0.030252738,0.706153509,-0.283163122,-0.319212101,23234
0.013438045,0.108281238,0.379536794,-0.314439633,-0.030252738,0.706153509,-0.283163122,-0.319212101,23234
0.019374985,0.049126081,-0.018614705,-0.313211489,-0.030252738,0.706153509,-0.283163122,-0.319212101,23234
0.025306339,0.054533086,0.013446818,-0.312261048,-0.030252738,0.706153509,-0.283163122,-0.319212101,23234
0.031230395,0.151402494,0.609124185,-0.310564071,-0.030252738,0.706153509,-0.283163122,-0.319212101,23234
0.037145445,0.251627726,1.166742665,-0.307244473,-0.030252738,0.706153509,-0.283163122,-0.319212101,23234
0.043049784,0.246226368,1.009809044,-0.302902109,-0.030252738,0.706153509,-0.283163122,-0.319212101,23234
0.048941708,0.075600535,-0.173904727,-0.29936183,0.022673899,0.266124391,-0.291262476,-0.260053557,23234
0.05481952,-0.000885071,-0.623581723,-0.298802055,0.022673899,0.266124391,-0.291262476,-0.260053557,23234
0.060681523,0.03745882,-0.307424046,-0.298929722,0.022673899,0.266124391,-0.291262476,-0.260053557,23234
0.066526028,0.12220963,0.247691066,-0.297658491,0.022673899,0.266124391,-0.291262476,-0.260053557,23234
0.072351349,0.255534064,1.053181845,-0.294748824,0.022673899,0.266124391,-0.291262476,-0.260053557,23234
0.078155806,0.276957655,1.072685735,-0.290114893,0.022673899,0.266124391,-0.291262476,-0.260053557,23234
0.083937726,0.237956537,0.729383343,-0.285896699,0.022673899,0.266124391,-0.291262476,-0.260053557,23234
0.089695441,0.150617289,0.119935396,-0.28264996,0.022673899,0.266124391,-0.291262476,-0.260053557,23234
0.095427291,0.01438688,-0.762013955,-0.280439177,0.022673899,0.266124391,-0.291262476,-0.260053557,23234
0.101131622,0.080646627,-0.273298233,-0.279742668,0.022673899,0.266124391,-0.291262476,-0.260053557,23234
0.106806791,0.238009208,0.7400708,-0.277516049,0.022673899,0.266124391,-0.291262476,-0.260053557,23234
0.112451161,0.284924184,0.948487977,-0.272974703,0.022673899,0.266124391,-0.291262476,-0.260053557,23234
0.118063103,0.299051083,0.954261031,-0.26842335,0.022673899,0.266124391,-0.291262476,-0.260053557,23234
0.123640999,0.208182475,0.298795575,-0.264135649,0.022673899,0.266124391,-0.291262476,-0.260053557,23234
0.129183242,0.102808404,-0.393730041,-0.261143721,0.022673899,0.266124391,-0.291262476,-0.260053557,23234
0.134688233,0.1456592,-0.085477104,-0.259171446,0.022673899,0.266124391,-0.291262476,-0.260053557,23234
0.140154384,0.220099323,0.37323404,-0.255893215,0.022673899,0.266124391,-0.291262476,-0.260053557,23234
0.145580119,0.289121812,0.755603147,-0.251489427,0.022673899,0.266124391,-0.291262476,-0.260053557,23234
0.150963874,0.243040042,0.381935716,-0.246644746,0.022673899,0.266124391,-0.291262476,-0.260053557,23234
0.156304096,0.156226578,-0.192019285,-0.243230632,0.022673899,0.266124391,-0.291262476,-0.260053557,23234
0.161599245,0.13053633,-0.312475785,-0.241263077,0.076605114,-0.023175697,-0.266262777,-0.185618577,23234
0.166847794,0.146902883,-0.174851189,-0.239056281,0.076605114,-0.023175697,-0.266262777,-0.185618577,23234
0.17204823,0.251731555,0.494170812,-0.235866038,0.076605114,-0.023175697,-0.266262777,-0.185618577,23234
0.177199053,0.33769327,0.969542954,-0.230814654,0.076605114,-0.023175697,-0.266262777,-0.185618577,23234
0.182298778,0.338755749,0.870661539,-0.224921075,0.076605114,-0.023175697,-0.266262777,-0.185618577,23234
0.187345934,0.263234389,0.315147813,-0.219759459,0.076605114,-0.023175697,-0.266262777,-0.185618577,23234
0.192339066,0.166975595,-0.310524505,-0.216074563,0.076605114,-0.023175697,-0.266262777,-0.185618577,23234
0.197276733,0.155866678,-0.341996825,-0.213483553,0.076605114,-0.023175697,-0.266262777,-0.185618577,23234
0.202157513,0.237823263,0.202182738,-0.210304702,0.076605114,-0.023175697,-0.266262777,-0.185618577,23234
0.206979997,0.334179778,0.772463268,-0.205436134,0.076605114,-0.023175697,-0.266262777,-0.185618577,23234
0.211742795,0.385951042,1.013668242,-0.199386073,0.076605114,-0.023175697,-0.266262777,-0.185618577,23234
0.216444533,0.328031374,0.550697927,-0.193249456,0.076605114,-0.023175697,-0.266262777,-0.185618577,23234
0.221083856,0.245535437,-0.008573712,-0.188497165,0.076605114,-0.023175697,-0.266262777,-0.185618577,23234
0.225659426,0.208119606,-0.232827291,-0.184789645,0.076605114,-0.023175697,-0.266262777,-0.185618577,23234
0.230169924,0.184043094,-0.378863667,-0.180931971,0.076605114,-0.023175697,-0.266262777,-0.185618577,23234
0.234614048,0.28339203,0.270276548,-0.176985268,0.076605114,-0.023175697,-0.266262777,-0.185618577,23234
0.238990517,0.409810891,1.038857567,-0.17160732,0.076605114,-0.023175697,-0.266262777,-0.185618577,23234
0.243298069,0.374369471,0.710686856,-0.164857144,0.076605114,-0.023175697,-0.266262777,-0.185618577,23234
0.247535463,0.242594121,-0.185670339,-0.159284234,0.076605114,-0.023175697,-0.266262777,-0.185618577,23234
0.251701475,0.182103688,-0.534609829,-0.155799851,0.076605114,-0.023175697,-0.266262777,-0.185618577,23234
0.255794906,0.248285574,-0.055989976,-0.152610755,0.162445344,-0.039582836,-0.209436766,-0.073454033,23234
0.259814573,0.342953429,0.533108908,-0.147656726,0.162445344,-0.039582836,-0.209436766,-0.073454033,23234
0.263759319,0.381753332,0.701558494,-0.141131694,0.162445344,-0.039582836,-0.209436766,-0.073454033,23234
0.267628005,0.371842491,0.564125036,-0.134629312,0.162445344,-0.039582836,-0.209436766,-0.073454033,23234
0.271419517,0.345951056,0.364956323,-0.128999536,0.162445344,-0.039582836,-0.209436766,-0.073454033,23234
0.27513276,0.26742199,-0.151887401,-0.123891741,0.162445344,-0.039582836,-0.209436766,-0.073454033,23234
0.278766664,0.261607808,-0.169355676,-0.11949753,0.162445344,-0.039582836,-0.209436766,-0.073454033,23234
0.282320181,0.344258727,0.358759544,-0.114455177,0.162445344,-0.039582836,-0.209436766,-0.073454033,23234
0.285792287,0.37727466,0.504052539,-0.107823792,0.162445344,-0.039582836,-0.209436766,-0.073454033,23234
0.289181979,0.393876986,0.549632722,-0.101173452,0.162445344,-0.039582836,-0.209436766,-0.073454033,23234
0.292488281,0.330720959,0.104379616,-0.095018336,0.162445344,-0.039582836,-0.209436766,-0.073454033,23234
0.29571024,0.240589473,-0.45871446,-0.090230312,0.162445344,-0.039582836,-0.209436766,-0.073454033,23234
0.298846925,0.287132877,-0.096798726,-0.086514327,0.162445344,-0.039582836,-0.209436766,-0.073454033,23234
0.301897433,0.351350899,0.311796665,-0.081225678,0.162445344,-0.039582836,-0.209436766,-0.073454033,23234
0.304860884,0.424754246,0.722758947,-0.074453765,0.162445344,-0.039582836,-0.209436766,-0.073454033,23234
0.307736424,0.466702304,0.902361798,-0.06679841,0.162445344,-0.039582836,-0.209436766,-0.073454033,23234
0.310523222,0.325635149,-0.091302869,-0.059218882,0.162445344,-0.039582836,-0.209436766,-0.073454033,23234
0.313220476,0.231223121,-0.662348229,-0.054514383,0.162445344,-0.039582836,-0.209436766,-0.073454033,23234
0.315827408,0.25769112,-0.402097354,-0.051152635,0.162445344,-0.039582836,-0.209436766,-0.073454033,23234
0.318343266,0.298489521,-0.105650492,-0.046580077,0.162445344,-0.039582836,-0.209436766,-0.073454033,23234
0.320767324,0.39076408,0.471729487,-0.040746058,0.276604712,0.216073325,-0.125091412,0.082258682,23234
0.323098883,0.454831803,0.81358453,-0.033499251,0.276604712,0.216073325,-0.125091412,0.082258682,23234
0.325337272,0.387930182,0.300916397,-0.025900939,0.276604712,0.216073325,-0.125091412,0.082258682,23234
0.327481845,0.296860421,-0.290888116,-0.020077298,0.276604712,0.216073325,-0.125091412,0.082258682,23234
0.329531982,0.213407675,-0.774696176,-0.015758492,0.276604712,0.216073325,-0.125091412,0.082258682,23234
0.331487094,0.227624874,-0.603389348,-0.012169459,0.276604712,0.216073325,-0.125091412,0.082258682,23234
0.333346616,0.366655471,0.331749574,-0.007639821,0.276604712,0.216073325,-0.125091412,0.082258682,23234
0.335110012,0.447813949,0.794000457,-0.000685385,0.276604712,0.216073325,-0.125091412,0.082258682,23234
0.336776773,0.399428489,0.394342635,0.007021092,0.276604712,0.216073325,-0.125091412,0.082258682,23234
0.338346419,0.319016452,-0.142814727,0.013164396,0.276604712,0.216073325,-0.125091412,0.082258682,23234
0.339818498,0.290902352,-0.279177204,0.017761626,0.276604712,0.216073325,-0.125091412,0.082258682,23234
0.341192584,0.277452841,-0.328203949,0.022426146,0.276604712,0.216073325,-0.125091412,0.082258682,23234
0.342468282,0.326754778,0.003847487,0.027636224,0.276604712,0.216073325,-0.125091412,0.082258682,23234
0.343645223,0.418572081,0.566263599,0.033971233,0.276604712,0.216073325,-0.125091412,0.082258682,23234
0.344723069,0.392386275,0.325041217,0.04139941,0.276604712,0.216073325,-0.125091412,0.082258682,23234
0.345701508,0.329056692,-0.101235906,0.04759749,0.276604712,0.216073325,-0.125091412,0.082258682,23234
0.346580259,0.314148766,-0.154907939,0.05233168,0.276604712,0.216073325,-0.125091412,0.082258682,23234
0.347359067,0.274109098,-0.380399228,0.057175187,0.276604712,0.216073325,-0.125091412,0.082258682,23234
0.348037709,0.271220492,-0.37327172,0.062125773,0.276604712,0.216073325,-0.125091412,0.082258682,23234
0.348615988,0.366373692,0.24941689,0.067512268,0.276604712,0.216073325,-0.125091412,0.082258682,23234
0.349093738,0.429659992,0.612789616,0.074245769,0.353132352,0.414431471,-0.025422821,0.237951905,23234
0.349470821,0.388434871,0.292347364,0.081281435,0.353132352,0.414431471,-0.025422821,0.237951905,23234
0.349747128,0.368638572,0.165779665,0.087051564,0.353132352,0.414431471,-0.025422821,0.237951905,23234
0.34992258,0.305161547,-0.237120564,0.092638519,0.353132352,0.414431471,-0.025422821,0.237951905,23234
0.349997127,0.263572728,-0.486292984,0.097884865,0.353132352,0.414431471,-0.025422821,0.237951905,23234
0.349970745,0.354431332,0.122969701,0.103067332,0.353132352,0.414431471,-0.025422821,0.237951905,23234
0.349843444,0.427498476,0.5568658,0.109742427,0.353132352,0.414431471,-0.025422821,0.237951905,23234
0.34961526,0.411597294,0.397310765,0.116966689,0.353132352,0.414431471,-0.025422821,0.237951905,23234
0.349286259,0.358907261,0.043156678,0.123223432,0.353132352,0.414431471,-0.025422821,0.237951905,23234
0.348856535,0.276971154,-0.461891065,0.128519282,0.353132352,0.414431471,-0.025422821,0.237951905,23234
0.348326212,0.285840728,-0.351853223,0.133052588,0.353132352,0.414431471,-0.025422821,0.237951905,23234
0.347695444,0.365075042,0.173702771,0.138477528,0.353132352,0.414431471,-0.025422821,0.237951905,23234
0.346964412,0.392341162,0.302112738,0.145420206,0.353132352,0.414431471,-0.025422821,0.237951905,23234
0.346133328,0.402925071,0.331181961,0.152274584,0.353132352,0.414431471,-0.025422821,0.237951905,23234
0.34520243,0.322473365,-0.202100156,0.158534693,0.353132352,0.414431471,-0.025422821,0.237951905,23234
0.344171987,0.228486179,-0.757698971,0.163148469,0.353132352,0.414431471,-0.025422821,0.237951905,23234
0.343042297,0.194861614,-0.884077971,0.166636444,0.353132352,0.414431471,-0.025422821,0.237951905,23234
0.341813685,0.256027577,-0.414408585,0.170342085,0.353132352,0.414431471,-0.025422821,0.237951905,23234
0.340486505,0.39211962,0.477973556,0.175467381,0.353132352,0.414431471,-0.025422821,0.237951905,23234
0.33906114,0.428200044,0.646314946,0.18252284,0.353132352,0.414431471,-0.025422821,0.237951905,23234
0.337538002,0.348641367,0.079243723,0.189402105,0.350886859,0.246837597,0.081989642,0.347993535,23234
0.335917528,0.2499316,-0.535428719,0.194456511,0.350886859,0.246837597,0.081989642,0.347993535,23234
0.334200188,0.2154049,-0.682354659,0.198108807,0.350886859,0.246837597,0.081989642,0.347993535,23234
0.332386475,0.253458785,-0.37437445,0.201944811,0.350886859,0.246837597,0.081989642,0.347993535,23234
0.330476913,0.372175418,0.402906479,0.20698635,0.350886859,0.246837597,0.081989642,0.347993535,23234
0.328472053,0.430694314,0.717580233,0.213873817,0.350886859,0.246837597,0.081989642,0.347993535,23234
0.326372473,0.395105902,0.419588824,0.221014042,0.350886859,0.246837597,0.081989642,0.347993535,23234
0.324178777,0.299340415,-0.213027862,0.226916873,0.350886859,0.246837597,0.081989642,0.347993535,23234
0.321891599,0.162761567,-1.047940775,0.231249608,0.350886859,0.246837597,0.081989642,0.347993535,23234
0.319511599,0.17446354,-0.864376909,0.233962122,0.350886859,0.246837597,0.081989642,0.347993535,23234
0.317039462,0.257132835,-0.266950249,0.237566447,0.350886859,0.246837597,0.081989642,0.347993535,23234
0.314475902,0.333208198,0.224737604,0.24262969,0.350886859,0.246837597,0.081989642,0.347993535,23234
0.311821657,0.378436751,0.491515459,0.248350735,0.350886859,0.246837597,0.081989642,0.347993535,23234
0.309077493,0.293012059,-0.08623072,0.254094964,0.350886859,0.246837597,0.081989642,0.347993535,23234
0.306244202,0.195805775,-0.674908553,0.258222216,0.350886859,0.246837597,0.081989642,0.347993535,23234
0.3033226,0.179980139,-0.698365865,0.26125975,0.350886859,0.246837597,0.081989642,0.347993535,23234
0.300313531,0.259997643,-0.12877078,0.264800169,0.350886859,0.246837597,0.081989642,0.347993535,23234
0.29721786,0.347314693,0.419354681,0.269971668,0.350886859,0.246837597,0.081989642,0.347993535,23234
0.294036483,0.35296263,0.401208911,0.276149264,0.350886859,0.246837597,0.081989642,0.347993535,23234
0.290770315,0.284418113,-0.064785587,0.281635609,0.350886859,0.246837597,0.081989642,0.347993535,23234
0.287420298,0.124921457,-1.057918223,0.285582371,0.237904158,-0.405540313,0.183786007,0.362425277,23234
0.283987399,0.082552836,-1.206044091,0.28720838,0.237904158,-0.405540313,0.183786007,0.362425277,23234
0.280472608,0.152724452,-0.64086124,0.288903579,0.237904158,-0.405540313,0.183786007,0.362425277,23234
0.276876938,0.244041307,-0.014689283,0.292258195,0.237904158,-0.405540313,0.183786007,0.362425277,23234
0.273201426,0.299127788,0.324041024,0.296882181,0.237904158,-0.405540313,0.183786007,0.362425277,23234
0.269447131,0.25262752,0.000521888,0.301666986,0.237904158,-0.405540313,0.183786007,0.362425277,23234
0.265615137,0.161532986,-0.55710594,0.305107203,0.237904158,-0.405540313,0.183786007,0.362425277,23234
0.261706549,0.095690751,-0.901119969,0.307173725,0.237904158,-0.405540313,0.183786007,0.362425277,23234
0.257722493,0.133195318,-0.569659247,0.308865029,0.237904158,-0.405540313,0.183786007,0.362425277,23234
0.253664119,0.220922848,0.028729935,0.311820754,0.237904158,-0.405540313,0.183786007,0.362425277,23234
0.249532597,0.28278307,0.401053616,0.316202646,0.237904158,-0.405540313,0.183786007,0.362425277,23234
0.245329117,0.261707524,0.225525167,0.320937939,0.237904158,-0.405540313,0.183786007,0.362425277,23234
0.241054893,0.150477303,-0.489121677,0.324625241,0.237904158,-0.405540313,0.183786007,0.362425277,23234
0.236711157,0.066074238,-0.955233659,0.326376957,0.237904158,-0.405540313,0.183786007,0.362425277,23234
0.232299162,0.090490984,-0.693810457,0.327333288,0.237904158,-0.405540313,0.183786007,0.362425277,23234
0.227820179,0.16730062,-0.148532783,0.329439531,0.237904158,-0.405540313,0.183786007,0.362425277,23234
0.2232755,0.244474743,0.337288751,0.333009349,0.237904158,-0.405540313,0.183786007,0.362425277,23234
0.218666436,0.250154858,0.332639143,0.337324492,0.237904158,-0.405540313,0.183786007,0.362425277,23234
0.213994316,0.159558183,-0.265040073,0.340965814,0.237904158,-0.405540313,0.183786007,0.362425277,23234
0.209260488,0.062962583,-0.830190232,0.342802879,0.237904158,-0.405540313,0.183786007,0.362425277,23234
0.204466315,0.027889915,-0.958091671,0.343481724,0.132897037,-0.681815992,0.263633865,0.338558963,23234
0.199613182,0.087300972,-0.491758097,0.344353293,0.132897037,-0.681815992,0.263633865,0.338558963,23234
0.194702486,0.1448976,-0.099262063,0.346603115,0.132897037,-0.681815992,0.263633865,0.338558963,23234
0.189735645,0.176512376,0.100176866,0.34944519,0.132897037,-0.681815992,0.263633865,0.338558963,23234
0.184714091,0.194368706,0.221357551,0.35203504,0.132897037,-0.681815992,0.263633865,0.338558963,23234
0.179639271,0.092900766,-0.424591389,0.354457356,0.132897037,-0.681815992,0.263633865,0.338558963,23234
0.174512649,0.04407214,-0.674971432,0.355444527,0.132897037,-0.681815992,0.263633865,0.338558963,23234
0.169335704,0.080971814,-0.374872846,0.35637728,0.132897037,-0.681815992,0.263633865,0.338558963,23234
0.164109928,0.145817585,0.054040929,0.358486726,0.132897037,-0.681815992,0.263633865,0.338558963,23234
0.158836828,0.200463297,0.380255526,0.361518873,0.132897037,-0.681815992,0.263633865,0.338558963,23234
0.153517925,0.11899994,-0.179407212,0.364733951,0.132897037,-0.681815992,0.263633865,0.338558963,23234
0.148154753,0.020352518,-0.768854416,0.36594548,0.132897037,-0.681815992,0.263633865,0.338558963,23234
0.142748858,-0.01122956,-0.866388224,0.365552653,0.132897037,-0.681815992,0.263633865,0.338558963,23234
0.137301798,-0.000174958,-0.705240157,0.365320625,0.132897037,-0.681815992,0.263633865,0.338558963,23234
0.131815146,0.028584544,-0.472903091,0.365963319,0.132897037,-0.681815992,0.263633865,0.338558963,23234
0.126290482,0.101510055,0.020250446,0.367140804,0.132897037,-0.681815992,0.263633865,0.338558963,23234
0.120729401,0.139980381,0.265267442,0.368915067,0.132897037,-0.681815992,0.263633865,0.338558963,23234
0.115133505,0.051610232,-0.307537326,0.370603771,0.132897037,-0.681815992,0.263633865,0.338558963,23234
0.109504408,-0.034806384,-0.803319858,0.370639918,0.132897037,-0.681815992,0.263633865,0.338558963,23234
0.103843735,-0.050881785,-0.815266304,0.369779024,0.132897037,-0.681815992,0.263633865,0.338558963,23234
0.098153116,0.037575735,-0.178911945,0.369414358,0.085236386,-0.430363968,0.316524112,0.320649439,23234
0.092434193,0.122565094,0.359908672,0.370810842,0.085236386,-0.430363968,0.316524112,0.320649439,23234
0.086688615,0.145408359,0.460348725,0.373163527,0.085236386,-0.430363968,0.316524112,0.320649439,23234
0.080918039,0.073946302,-0.029511418,0.375117073,0.085236386,-0.430363968,0.316524112,0.320649439,23234
0.075124129,-0.03984703,-0.729485324,0.375494589,0.085236386,-0.430363968,0.316524112,0.320649439,23234
0.069308555,-0.082182053,-0.910694241,0.37433625,0.085236386,-0.430363968,0.316524112,0.320649439,23234
0.063472996,-0.095145827,-0.914313633,0.373249184,0.085236386,-0.430363968,0.316524112,0.320649439,23234
0.057619133,-0.005274006,-0.269363769,0.372406432,0.085236386,-0.430363968,0.316524112,0.320649439,23234
0.051748654,0.106321663,0.462332624,0.372796188,0.085236386,-0.430363968,0.316524112,0.320649439,23234
0.045863253,0.057048611,0.107783078,0.374299136,0.085236386,-0.430363968,0.316524112,0.320649439,23234
0.039964627,-0.108335224,-0.941642464,0.374421171,0.085236386,-0.430363968,0.316524112,0.320649439,23234
0.034054476,-0.173969256,-1.245289409,0.37192868,0.085236386,-0.430363968,0.316524112,0.320649439,23234
0.028134505,-0.150025613,-0.96700757,0.369069871,0.085236386,-0.430363968,0.316524112,0.320649439,23234
0.022206421,-0.062841821,-0.331724539,0.367238552,0.085236386,-0.430363968,0.316524112,0.320649439,23234
0.016271933,0.125751558,0.899156884,0.366810918,0.085236386,-0.430363968,0.316524112,0.320649439,23234
0.010332753,0.102182112,0.657772229,0.368871734,0.085236386,-0.430363968,0.316524112,0.320649439,23234
0.004390593,-0.092298692,-0.639726221,0.369849829,0.085236386,-0.430363968,0.316524112,0.320649439,23234
-0.001552833,-0.176412458,-1.088694346,0.367500439,0.085236386,-0.430363968,0.316524112,0.320649439,23234
-0.007495811,-0.184927147,-1.027520521,0.36436942,0.085236386,-0.430363968,0.316524112,0.320649439,23234
-0.013436627,-0.107783652,-0.446402852,0.361827585,0.085236386,-0.430363968,0.316524112,0.320649439,23234
-0.019373569,0.000530721,0.271794518,0.360741927,0.042883554,-0.079284725,0.338633019,0.290347292,23234
-0.025304924,0.004137461,0.261041843,0.360918538,0.042883554,-0.079284725,0.338633019,0.290347292,23234
-0.031228982,-0.113561051,-0.504480099,0.360390037,0.042883554,-0.079284725,0.338633019,0.290347292,23234
-0.037144034,-0.209856272,-1.043391009,0.357613164,0.042883554,-0.079284725,0.338633019,0.290347292,23234
-0.294035713,-0.196548811,-0.836572999,0.353694832,0.042883554,-0.079284725,0.338633019,0.290347292,23234
-0.290769525,-0.135989756,-0.375576376,0.350786011,0.042883554,-0.079284725,0.338633019,0.290347292,23234
-0.287419489,-0.07003945,0.059288525,0.349263135,0.042883554,-0.079284725,0.338633019,0.290347292,23234
-0.28398657,-0.039939073,0.233297438,0.34846211,0.042883554,-0.079284725,0.338633019,0.290347292,23234
-0.280471759,-0.101499384,-0.173249952,0.34738309,0.042883554,-0.079284725,0.338633019,0.290347292,23234
-0.27687607,-0.202696322,-0.777388597,0.344806779,0.042883554,-0.079284725,0.338633019,0.290347292,23234
-0.273200539,-0.270277765,-1.114033455,0.340813518,0.042883554,-0.079284725,0.338633019,0.290347292,23234
-0.269446226,-0.231513728,-0.757957836,0.336452415,0.042883554,-0.079284725,0.338633019,0.290347292,23234
-0.265614214,-0.118817141,0.019663493,0.333290112,0.042883554,-0.079284725,0.338633019,0.290347292,23234
-0.261705607,-0.065002333,0.34420467,0.331845938,0.042883554,-0.079284725,0.338633019,0.290347292,23234
-0.257721533,-0.140219009,-0.170933094,0.33056661,0.042883554,-0.079284725,0.338633019,0.290347292,23234
-0.253663142,-0.238632309,-0.759705122,0.327398419,0.042883554,-0.079284725,0.338633019,0.290347292,23234
-0.249531602,-0.247402265,-0.710878675,0.322644335,0.042883554,-0.079284725,0.338633019,0.290347292,23234
-0.245328106,-0.233891178,-0.550427442,0.318443522,0.042883554,-0.079284725,0.338633019,0.290347292,23234
-0.241053865,-0.198241198,-0.289729422,0.315152644,0.042883554,-0.079284725,0.338633019,0.290347292,23234
-0.236710112,-0.125362476,0.184474008,0.312499649,0.042883554,-0.079284725,0.338633019,0.290347292,23234
-0.2322981,-0.133071602,0.113775678,0.310435096,-0.045094024,0.017245476,0.324534058,0.21208939,23234
-0.227819102,-0.221218608,-0.442197817,0.307510554,-0.045094024,0.017245476,0.324534058,0.21208939,23234
