Input,Case2LGNoise,Case2HPF(1),Case2LPF(2),Case2Kal(3),Case2HPFKal(13),Case2LPFKal(23),Case2EKF(4),Control
0.340486505,0.000664093,0.065541571,1.480554502,0.046415174,-0.433924024,1.448802148,0.192099694,13
0.33906114,-0.05651633,-0.310567337,1.479535869,0.046415174,-0.433924024,1.448802148,0.192099694,13
0.337538002,-0.059795242,-0.299198897,1.478461164,0.046415174,-0.433924024,1.448802148,0.192099694,13
0.335917528,-0.028228674,-0.063177718,1.47733175,0.046415174,-0.433924024,1.448802148,0.192099694,13
0.334200188,-0.031344197,-0.075910625,1.476149007,0.046415174,-0.433924024,1.448802148,0.192099694,13
0.332386475,-0.075710295,-0.354724131,1.474914331,0.046415174,-0.433924024,1.448802148,0.192099694,13
0.330476913,-0.078658521,-0.336841853,1.473629137,0.046415174,-0.433924024,1.448802148,0.192099694,13
0.328472053,-0.127880192,-0.620700929,1.472294852,0.046415174,-0.433924024,1.448802148,0.192099694,13
0.326372473,-0.130657406,-0.574775502,1.470912922,0.046415174,-0.433924024,1.448802148,0.192099694,13
0.324178777,-0.074317473,-0.150401493,1.469484806,0.046415174,-0.433924024,1.448802148,0.192099694,13
0.321891599,-0.076920156,-0.151130373,1.468011979,0.046415174,-0.433924024,1.448802148,0.192099694,13
0.319511599,-0.097270617,-0.266838212,1.466495929,0.046415174,-0.433924024,1.448802148,0.192099694,13
0.317039462,-0.099695455,-0.254657641,1.464938159,0.046415174,-0.433924024,1.448802148,0.192099694,13
0.314475902,-0.139694874,-0.487264159,1.463340183,-0.04663985,-0.460594092,1.456071166,0.160478148,13
0.311821657,-0.141938757,-0.451601953,1.461703531,-0.04663985,-0.460594092,1.456071166,0.160478148,13
0.309077493,-0.09289222,-0.087176238,1.460029743,-0.04663985,-0.460594092,1.456071166,0.160478148,13
0.306244202,-0.094952247,-0.090985802,1.458320373,-0.04663985,-0.460594092,1.456071166,0.160478148,13
0.3033226,-0.095595518,-0.085257846,1.456576985,-0.04663985,-0.460594092,1.456071166,0.160478148,13
0.300313531,-0.097469,-0.08811547,1.454801156,-0.04663985,-0.460594092,1.456071166,0.160478148,13
0.29721786,-0.119409385,-0.220768195,1.452994471,-0.04663985,-0.460594092,1.456071166,0.160478148,13
0.294036483,-0.121093851,-0.208712092,1.451158527,-0.04663985,-0.460594092,1.456071166,0.160478148,13
0.290770315,-0.067554311,0.159995417,1.44929493,-0.04663985,-0.460594092,1.456071166,0.160478148,13
0.287420298,-0.069047506,0.134586382,1.447405297,-0.04663985,-0.460594092,1.456071166,0.160478148,13
0.283987399,-0.139207801,-0.333307799,1.445491252,-0.04663985,-0.460594092,1.456071166,0.160478148,13
0.280472608,-0.140507692,-0.307467098,1.443554427,-0.04663985,-0.460594092,1.456071166,0.160478148,13
0.276876938,-0.146112378,-0.312180705,1.441596463,-0.04663985,-0.460594092,1.456071166,0.160478148,13
0.273201426,-0.147217156,-0.287284767,1.43961901,-0.04663985,-0.460594092,1.456071166,0.160478148,13
0.269447131,-0.118678384,-0.072828313,1.43762372,-0.04663985,-0.460594092,1.456071166,0.160478148,13
0.265615137,-0.119586465,-0.071013433,1.435612257,-0.04663985,-0.460594092,1.456071166,0.160478148,13
0.261706549,-0.107793378,0.012900466,1.433586288,-0.04663985,-0.460594092,1.456071166,0.160478148,13
0.257722493,-0.108503406,0.007232709,1.431547485,-0.04663985,-0.460594092,1.456071166,0.160478148,13
0.253664119,-0.137725605,-0.182680529,1.429497527,-0.04663985,-0.460594092,1.456071166,0.160478148,13
0.249532597,-0.138236453,-0.167276011,1.427438096,-0.04663985,-0.460594092,1.456071166,0.160478148,13
0.245329117,-0.131045009,-0.103549677,1.425370879,-0.08884243,-0.282071884,1.440721022,0.132704151,13
0.241054893,-0.131355778,-0.094945791,1.423297565,-0.08884243,-0.282071884,1.440721022,0.132704151,13
0.236711157,-0.157302589,-0.253395796,1.421219849,-0.08884243,-0.282071884,1.440721022,0.132704151,13
0.232299162,-0.157412614,-0.228351325,1.419139425,-0.08884243,-0.282071884,1.440721022,0.132704151,13
0.227820179,-0.059509303,0.429342352,1.417057991,-0.08884243,-0.282071884,1.440721022,0.132704151,13
0.2232755,-0.05941815,0.386337433,1.414977248,-0.08884243,-0.282071884,1.440721022,0.132704151,13
0.218666436,-0.061443156,0.333948227,1.412898895,-0.08884243,-0.282071884,1.440721022,0.132704151,13
0.213994316,-0.061150624,0.301861866,1.410824633,-0.08884243,-0.282071884,1.440721022,0.132704151,13
0.209260488,-0.170348046,-0.436606393,1.408756164,-0.08884243,-0.282071884,1.440721022,0.132704151,13
0.204466315,-0.169854165,-0.389257497,1.406695188,-0.08884243,-0.282071884,1.440721022,0.132704151,13
0.199613182,-0.059818077,0.363195694,1.404643405,-0.08884243,-0.282071884,1.440721022,0.132704151,13
0.194702486,-0.059123113,0.330614674,1.402602515,-0.08884243,-0.282071884,1.440721022,0.132704151,13
0.189735645,-0.147983371,-0.27910095,1.400574213,-0.08884243,-0.282071884,1.440721022,0.132704151,13
0.184714091,-0.147087819,-0.245267327,1.398560195,-0.08884243,-0.282071884,1.440721022,0.132704151,13
0.179639271,-0.127381581,-0.092988653,1.396562151,-0.08884243,-0.282071884,1.440721022,0.132704151,13
0.174512649,-0.12628617,-0.076813786,1.39458177,-0.08884243,-0.282071884,1.440721022,0.132704151,13
0.169335704,-0.097914223,0.114465503,1.392620736,-0.08884243,-0.282071884,1.440721022,0.132704151,13
0.164109928,-0.096619913,0.110809887,1.39068073,-0.08884243,-0.282071884,1.440721022,0.132704151,13
0.158836828,-0.123038817,-0.072117245,1.388763426,-0.08884243,-0.282071884,1.440721022,0.132704151,13
0.153517925,-0.121546798,-0.055622856,1.386870496,-0.08884243,-0.282071884,1.440721022,0.132704151,13
0.148154753,-0.067365828,0.300641796,1.385003603,-0.078104129,0.009284956,1.412862312,0.113648417,13
0.142748858,-0.065677516,0.28051413,1.383164405,-0.078104129,0.009284956,1.412862312,0.113648417,13
0.137301798,-0.067576217,0.23914897,1.381354554,-0.078104129,0.009284956,1.412862312,0.113648417,13
0.131815146,-0.065693259,0.226458047,1.379575693,-0.078104129,0.009284956,1.412862312,0.113648417,13
0.126290482,-0.152835399,-0.361949002,1.377829461,-0.078104129,0.009284956,1.412862312,0.113648417,13
0.120729401,-0.150759664,-0.312454265,1.376117484,-0.078104129,0.009284956,1.412862312,0.113648417,13
0.115133505,-0.131883649,-0.159131787,1.374441383,-0.078104129,0.009284956,1.412862312,0.113648417,13
0.109504408,-0.12961723,-0.129047489,1.372802769,-0.078104129,0.009284956,1.412862312,0.113648417,13
0.103843735,-0.117522482,-0.038350471,1.371203242,-0.078104129,0.009284956,1.412862312,0.113648417,13
0.098153116,-0.115067693,-0.019365638,1.369644394,-0.078104129,0.009284956,1.412862312,0.113648417,13
0.092434193,-0.075176063,0.24028948,1.368127806,-0.078104129,0.009284956,1.412862312,0.113648417,13
0.086688615,-0.072535435,0.232139413,1.366655047,-0.078104129,0.009284956,1.412862312,0.113648417,13
0.080918039,-0.096820198,0.050282175,1.365227676,-0.078104129,0.009284956,1.412862312,0.113648417,13
0.075124129,-0.093996476,0.062539767,1.36384724,-0.078104129,0.009284956,1.412862312,0.113648417,13
0.069308555,-0.055044195,0.307672303,1.362515272,-0.078104129,0.009284956,1.412862312,0.113648417,13
0.063472996,-0.052040337,0.294916411,1.361233295,-0.078104129,0.009284956,1.412862312,0.113648417,13
0.057619133,-0.064075767,0.185955597,1.360002817,-0.078104129,0.009284956,1.412862312,0.113648417,13
0.051748654,-0.06089494,0.186639421,1.358825333,-0.078104129,0.009284956,1.412862312,0.113648417,13
0.045863253,-0.096992453,-0.067338324,1.357702323,-0.078104129,0.009284956,1.412862312,0.113648417,13
0.039964627,-0.093638027,-0.039882737,1.356635255,-0.078104129,0.009284956,1.412862312,0.113648417,13
0.034054476,-0.053615249,0.222405521,1.355625579,-0.065859689,0.115845239,1.384243946,0.097720984,13
0.028134505,-0.050090795,0.221502147,1.354674733,-0.065859689,0.115845239,1.384243946,0.097720984,13
0.022206421,-0.074562148,0.039221586,1.353784135,-0.065859689,0.115845239,1.384243946,0.097720984,13
0.016271933,-0.070871435,0.057929924,1.352955192,-0.065859689,0.115845239,1.384243946,0.097720984,13
0.010332753,-0.063332354,0.099653586,1.35218929,-0.065859689,0.115845239,1.384243946,0.097720984,13
0.004390593,-0.059479342,0.113226564,1.351487802,-0.065859689,0.115845239,1.384243946,0.097720984,13
-0.001552833,0.008451628,0.540684662,1.350852079,-0.065859689,0.115845239,1.384243946,0.097720984,13
-0.007495811,0.012462791,0.510472677,1.350283459,-0.065859689,0.115845239,1.384243946,0.097720984,13
-0.013436627,-0.079661571,-0.139753647,1.34978326,-0.065859689,0.115845239,1.384243946,0.097720984,13
-0.019373569,-0.075496588,-0.099967833,1.349352779,-0.065859689,0.115845239,1.384243946,0.097720984,13
-0.025304924,-0.082871254,-0.139033283,1.348993299,-0.065859689,0.115845239,1.384243946,0.097720984,13
-0.031228982,-0.078556961,-0.098402995,1.34870608,-0.065859689,0.115845239,1.384243946,0.097720984,13
-0.037144034,0.005099143,0.45229384,1.348492364,-0.065859689,0.115845239,1.384243946,0.097720984,13
-0.294035713,0.009558065,0.43380364,1.348353372,-0.065859689,0.115845239,1.384243946,0.097720984,13
-0.290769525,-0.050634596,-0.001840705,1.348290306,-0.065859689,0.115845239,1.384243946,0.097720984,13
-0.287419489,-0.046035894,0.026614741,1.348304347,-0.065859689,0.115845239,1.384243946,0.097720984,13
-0.28398657,0.003357014,0.342470877,1.348396655,-0.065859689,0.115845239,1.384243946,0.097720984,13
-0.280471759,0.008090485,0.336812948,1.348568368,-0.065859689,0.115845239,1.384243946,0.097720984,13
-0.27687607,0.02508166,0.411149403,1.348820602,-0.065859689,0.115845239,1.384243946,0.097720984,13
-0.273200539,0.029944732,0.399318238,1.349154452,-0.065859689,0.115845239,1.384243946,0.097720984,13
-0.269446226,0.018667041,0.284058343,1.349570992,-0.023596324,0.199951791,1.366907469,0.090194603,13
-0.265614214,0.023654398,0.285888423,1.35007127,-0.023596324,0.199951791,1.366907469,0.090194603,13
-0.261705607,0.019126893,0.22584677,1.350656314,-0.023596324,0.199951791,1.366907469,0.090194603,13
-0.257721533,0.024233074,0.234314472,1.351327127,-0.023596324,0.199951791,1.366907469,0.090194603,13
-0.253663142,0.041507426,0.320765501,1.35208469,-0.023596324,0.199951791,1.366907469,0.090194603,13
-0.249531602,0.046726832,0.320296383,1.352929958,-0.023596324,0.199951791,1.366907469,0.090194603,13
-0.245328106,0.096140523,0.606279719,1.353863866,-0.023596324,0.199951791,1.366907469,0.090194603,13
-0.241053865,0.101467425,0.577496478,1.35488732,-0.023596324,0.199951791,1.366907469,0.090194603,13
-0.236710112,0.048425612,0.173329247,1.356001203,-0.023596324,0.199951791,1.366907469,0.090194603,13
-0.2322981,0.053854156,0.189107408,1.357206375,-0.023596324,0.199951791,1.366907469,0.090194603,13
-0.227819102,0.098682512,0.458618199,1.358503669,-0.023596324,0.199951791,1.366907469,0.090194603,13
-0.223274407,0.104206725,0.446032403,1.359893893,-0.023596324,0.199951791,1.366907469,0.090194603,13
-0.218665328,0.070879824,0.18291444,1.36137783,-0.023596324,0.199951791,1.366907469,0.090194603,13
-0.213993194,0.076493624,0.198858176,1.362956236,-0.023596324,0.199951791,1.366907469,0.090194603,13
-0.20925935,0.119993155,0.458707018,1.364629843,-0.023596324,0.199951791,1.366907469,0.090194603,13
-0.204465164,0.125690355,0.447175094,1.366399354,-0.023596324,0.199951791,1.366907469,0.090194603,13
-0.199612016,0.090423591,0.171312749,1.368265447,-0.023596324,0.199951791,1.366907469,0.090194603,13
-0.194701307,0.096197908,0.189420087,1.370228775,-0.023596324,0.199951791,1.366907469,0.090194603,13
-0.189734453,0.162616802,0.598715157,1.372289962,-0.023596324,0.199951791,1.366907469,0.090194603,13
-0.184712886,0.168461862,0.573883312,1.374449604,-0.023596324,0.199951791,1.366907469,0.090194603,13
-0.179638054,0.142544796,0.345710004,1.376708274,0.059474236,0.272830898,1.371807871,0.09517787,13
-0.17451142,0.148454145,0.346948682,1.379066513,0.059474236,0.272830898,1.371807871,0.09517787,13
-0.169334463,0.198924138,0.636849167,1.381524837,0.059474236,0.272830898,1.371807871,0.09517787,13
-0.164108675,0.204891245,0.608897167,1.384083734,0.059474236,0.272830898,1.371807871,0.09517787,13
-0.158835564,0.170608987,0.322916734,1.386743665,0.059474236,0.272830898,1.371807871,0.09517787,13
-0.15351665,0.176627255,0.327137617,1.389505061,0.059474236,0.272830898,1.371807871,0.09517787,13
-0.148153468,0.199919901,0.442877574,1.392368327,0.059474236,0.272830898,1.371807871,0.09517787,13
-0.142747562,0.205982674,0.435197899,1.395333838,0.059474236,0.272830898,1.371807871,0.09517787,13
-0.137300493,0.225504956,0.515521958,1.398401943,0.059474236,0.272830898,1.371807871,0.09517787,13
-0.131813832,0.231605525,0.500702279,1.401572959,0.059474236,0.272830898,1.371807871,0.09517787,13
-0.126289159,0.210604954,0.311738473,1.404847179,0.059474236,0.272830898,1.371807871,0.09517787,13
-0.120728069,0.216736566,0.317789843,1.408224865,0.059474236,0.272830898,1.371807871,0.09517787,13
-0.115132165,0.196934049,0.155143575,1.411706249,0.059474236,0.272830898,1.371807871,0.09517787,13
-0.109503061,0.203089916,0.177235457,1.415291537,0.059474236,0.272830898,1.371807871,0.09517787,13
-0.10384238,0.217908711,0.253226546,1.418980906,0.059474236,0.272830898,1.371807871,0.09517787,13
-0.098151754,0.224082015,0.265471718,1.422774501,0.059474236,0.272830898,1.371807871,0.09517787,13
-0.092432824,0.203326162,0.101944207,1.426672443,0.059474236,0.272830898,1.371807871,0.09517787,13
-0.08668724,0.209510064,0.129606824,1.430674819,0.059474236,0.272830898,1.371807871,0.09517787,13
-0.080916658,0.181135591,-0.069511663,1.434781692,0.059474236,0.272830898,1.371807871,0.09517787,13
-0.075122743,0.18732324,-0.024426451,1.438993091,0.059474236,0.272830898,1.371807871,0.09517787,13
-0.069307165,0.263309479,0.468448205,1.443309022,0.161391858,0.370639551,1.407558446,0.111180474,13
-0.063471601,0.26949402,0.458920671,1.447729456,0.161391858,0.370639551,1.407558446,0.111180474,13
-0.057617733,0.288071876,0.530682382,1.452254338,0.161391858,0.370639551,1.407558446,0.111180474,13
-0.051747251,0.294246455,0.51477776,1.456883586,0.161391858,0.370639551,1.407558446,0.111180474,13
-0.045861847,0.291317866,0.441491981,1.461617084,0.161391858,0.370639551,1.407558446,0.111180474,13
-0.039963217,0.29747564,0.434535145,1.466454693,0.161391858,0.370639551,1.407558446,0.111180474,13
-0.034053064,0.285861536,0.313108332,1.47139624,0.161391858,0.370639551,1.407558446,0.111180474,13
-0.028133091,0.291995683,0.319034769,1.476441526,0.161391858,0.370639551,1.407558446,0.111180474,13
-0.022205005,0.294641036,0.301753614,1.481590323,0.161391858,0.370639551,1.407558446,0.111180474,13
-0.016270516,0.30074476,0.308645176,1.486842375,0.161391858,0.370639551,1.407558446,0.111180474,13
-0.010331335,0.355969893,0.633199068,1.492197394,0.161391858,0.370639551,1.407558446,0.111180474,13
-0.004389174,0.362036431,0.606226016,1.497655067,0.161391858,0.370639551,1.407558446,0.111180474,13
0.001554251,0.344507356,0.429074068,1.503215053,0.161391858,0.370639551,1.407558446,0.111180474,13
0.007497229,0.350529988,0.422546067,1.508876978,0.161391858,0.370639551,1.407558446,0.111180474,13
0.013438045,0.394912965,0.665302029,1.514640446,0.161391858,0.370639551,1.407558446,0.111180474,13
0.019374985,0.400885021,0.634490018,1.520505028,0.161391858,0.370639551,1.407558446,0.111180474,13
0.025306339,0.382187084,0.446927857,1.526470269,0.161391858,0.370639551,1.407558446,0.111180474,13
0.031230395,0.388101953,0.437925308,1.532535686,0.161391858,0.370639551,1.407558446,0.111180474,13
0.037145445,0.414366586,0.561733488,1.538700769,0.161391858,0.370639551,1.407558446,0.111180474,13
0.043049784,0.420217721,0.540688284,1.544964978,0.161391858,0.370639551,1.407558446,0.111180474,13
0.048941708,0.335931866,-0.062387643,1.551327749,0.248661862,0.154125954,1.479443098,0.132569889,13
0.05481952,0.341712793,-0.020527239,1.557788488,0.248661862,0.154125954,1.479443098,0.132569889,13
0.060681523,0.382833715,0.246136043,1.564346574,0.248661862,0.154125954,1.479443098,0.132569889,13
0.066526028,0.388538041,0.256215741,1.571001362,0.248661862,0.154125954,1.479443098,0.132569889,13
0.072351349,0.43388639,0.522218974,1.577752176,0.248661862,0.154125954,1.479443098,0.132569889,13
0.078155806,0.43950781,0.503771379,1.584598318,0.248661862,0.154125954,1.479443098,0.132569889,13
0.083937726,0.471625346,0.658931797,1.591539059,0.248661862,0.154125954,1.479443098,0.132569889,13
0.089695441,0.477157648,0.626062351,1.598573648,0.248661862,0.154125954,1.479443098,0.132569889,13
0.095427291,0.370384008,-0.131310635,1.605701306,0.248661862,0.154125954,1.479443098,0.132569889,13
0.101131622,0.375821084,-0.084569844,1.612921228,0.248661862,0.154125954,1.479443098,0.132569889,13
0.106806791,0.438219161,0.326608439,1.620232584,0.248661862,0.154125954,1.479443098,0.132569889,13
0.112451161,0.443555013,0.326256194,1.627634519,0.248661862,0.154125954,1.479443098,0.132569889,13
0.118063103,0.50793287,0.708608533,1.635126154,0.248661862,0.154125954,1.479443098,0.132569889,13
0.123640999,0.513161614,0.668831535,1.642706583,0.248661862,0.154125954,1.479443098,0.132569889,13
0.129183242,0.461596399,0.265028129,1.650374878,0.248661862,0.154125954,1.479443098,0.132569889,13
0.134688233,0.466712276,0.269572857,1.658130084,0.248661862,0.154125954,1.479443098,0.132569889,13
0.140154384,0.44678311,0.111358983,1.665971225,0.248661862,0.154125954,1.479443098,0.132569889,13
0.145580119,0.451780489,0.130769948,1.6738973,0.248661862,0.154125954,1.479443098,0.132569889,13
0.150963874,0.431097796,-0.01820105,1.681907284,0.248661862,0.154125954,1.479443098,0.132569889,13
0.156304096,0.435971182,0.013595736,1.690000129,0.248661862,0.154125954,1.479443098,0.132569889,13
0.161599245,0.484174231,0.323006608,1.698174767,0.366418046,0.238566281,1.588808932,0.166028979,13
0.166847794,0.488918273,0.319381698,1.706430104,0.366418046,0.238566281,1.588808932,0.166028979,13
0.17204823,0.507508971,0.405887063,1.714765025,0.366418046,0.238566281,1.588808932,0.166028979,13
0.177199053,0.512118465,0.393024139,1.723178394,0.366418046,0.238566281,1.588808932,0.166028979,13
0.182298778,0.511723517,0.349055874,1.731669052,0.366418046,0.238566281,1.588808932,0.166028979,13
0.187345934,0.516193415,0.341102181,1.740235822,0.366418046,0.238566281,1.588808932,0.166028979,13
0.192339066,0.508044673,0.252198162,1.748877502,0.366418046,0.238566281,1.588808932,0.166028979,13
0.197276733,0.512370086,0.253185646,1.757592872,0.366418046,0.238566281,1.588808932,0.166028979,13
0.202157513,0.523108247,0.29565865,1.766380692,0.366418046,0.238566281,1.588808932,0.166028979,13
0.206979997,0.527284453,0.291318466,1.775239701,0.366418046,0.238566281,1.588808932,0.166028979,13
0.211742795,0.550876411,0.413277705,1.784168619,0.366418046,0.238566281,1.588808932,0.166028979,13
0.216444533,0.554898859,0.396056099,1.793166148,0.366418046,0.238566281,1.588808932,0.166028979,13
0.221083856,0.567729419,0.437693779,1.80223097,0.366418046,0.238566281,1.588808932,0.166028979,13
0.225659426,0.571593735,0.417022332,1.811361749,0.366418046,0.238566281,1.588808932,0.166028979,13
0.230169924,0.497010013,-0.109946125,1.820557132,0.366418046,0.238566281,1.588808932,0.166028979,13
0.234614048,0.500712005,-0.076039569,1.829815748,0.366418046,0.238566281,1.588808932,0.166028979,13
0.238990517,0.574492833,0.40863462,1.839136207,0.366418046,0.238566281,1.588808932,0.166028979,13
0.243298069,0.578028496,0.388891948,1.848517106,0.366418046,0.238566281,1.588808932,0.166028979,13
0.247535463,0.541220795,0.109715741,1.857957022,0.366418046,0.238566281,1.588808932,0.166028979,13
0.251701475,0.544586313,0.119262214,1.867454519,0.366418046,0.238566281,1.588808932,0.166028979,13
0.255794906,0.585013899,0.368068036,1.877008144,0.475715972,0.303317159,1.732908538,0.20589733,13
0.259814573,0.588205653,0.35032821,1.886616429,0.475715972,0.303317159,1.732908538,0.20589733,13
0.263759319,0.554120188,0.092824464,1.896277892,0.475715972,0.303317159,1.732908538,0.20589733,13
0.267628005,0.55713476,0.101927912,1.905991035,0.475715972,0.303317159,1.732908538,0.20589733,13
0.271419517,0.618305292,0.487046305,1.915754349,0.475715972,0.303317159,1.732908538,0.20589733,13
0.27513276,0.621139467,0.455034323,1.925566309,0.475715972,0.303317159,1.732908538,0.20589733,13
0.278766664,0.616393659,0.377175651,1.93542538,0.475715972,0.303317159,1.732908538,0.20589733,13
0.282320181,0.619044429,0.355186267,1.94533001,0.475715972,0.303317159,1.732908538,0.20589733,13
0.285792287,0.564751815,-0.033590646,1.95527864,0.475715972,0.303317159,1.732908538,0.20589733,13
0.289181979,0.567216383,-0.015039009,1.965269697,0.475715972,0.303317159,1.732908538,0.20589733,13
0.292488281,0.576299443,0.044555862,1.975301596,0.475715972,0.303317159,1.732908538,0.20589733,13
0.29571024,0.578575226,0.054016614,1.985372742,0.475715972,0.303317159,1.732908538,0.20589733,13
0.298846925,0.652942638,0.529774974,1.995481531,0.475715972,0.303317159,1.732908538,0.20589733,13
0.301897433,0.655027271,0.488819609,2.005626348,0.475715972,0.303317159,1.732908538,0.20589733,13
0.304860884,0.633671865,0.300137834,2.01580557,0.475715972,0.303317159,1.732908538,0.20589733,13
0.307736424,0.635563202,0.281298487,2.026017562,0.475715972,0.303317159,1.732908538,0.20589733,13
0.310523222,0.546175711,-0.327174512,2.036260685,0.475715972,0.303317159,1.732908538,0.20589733,13
0.313220476,0.547871829,-0.283552629,2.046533288,0.475715972,0.303317159,1.732908538,0.20589733,13
0.315827408,0.626720964,0.255703977,2.056833717,0.475715972,0.303317159,1.732908538,0.20589733,13
0.318343266,0.628220163,0.238963603,2.067160306,0.475715972,0.303317159,1.732908538,0.20589733,13
0.320767324,0.625852087,0.198891394,2.077511387,0.55078403,0.251104276,1.905209963,0.245855705,13
0.323098883,0.627152895,0.186697095,2.087885284,0.55078403,0.251104276,1.905209963,0.245855705,13
0.325337272,0.587272595,-0.091121113,2.098280314,0.55078403,0.251104276,1.905209963,0.245855705,13
0.327481845,0.588373769,-0.075111293,2.108694792,0.55078403,0.251104276,1.905209963,0.245855705,13
0.329531982,0.577704446,-0.136977243,2.119127028,0.55078403,0.251104276,1.905209963,0.245855705,13
0.331487094,0.57860497,-0.117547105,2.129575325,0.55078403,0.251104276,1.905209963,0.245855705,13
0.333346616,0.630665995,0.231516095,2.140037986,0.55078403,0.251104276,1.905209963,0.245855705,13
0.335110012,0.631365086,0.212312568,2.150513309,0.55078403,0.251104276,1.905209963,0.245855705,13
0.336776773,0.583207825,-0.121546373,2.160999589,0.55078403,0.251104276,1.905209963,0.245855705,13
0.338346419,0.583704931,-0.106161748,2.171495122,0.55078403,0.251104276,1.905209963,0.245855705,13
0.339818498,0.642996335,0.288741303,2.181998198,0.55078403,0.251104276,1.905209963,0.245855705,13
0.341192584,0.643291136,0.26124553,2.192507109,0.55078403,0.251104276,1.905209963,0.245855705,13
0.342468282,0.620242147,0.085282869,2.203020146,0.55078403,0.251104276,1.905209963,0.245855705,13
0.343645223,0.620334556,0.077190587,2.213535598,0.55078403,0.251104276,1.905209963,0.245855705,13
0.344723069,0.567583245,-0.272526759,2.224051757,0.55078403,0.251104276,1.905209963,0.245855705,13
0.345701508,0.567473407,-0.245550719,2.234566915,0.55078403,0.251104276,1.905209963,0.245855705,13
0.346580259,0.647647947,0.299044587,2.245079363,0.55078403,0.251104276,1.905209963,0.245855705,13
0.347359067,0.647336242,0.266775484,2.255587397,0.55078403,0.251104276,1.905209963,0.245855705,13
0.348037709,0.592496298,-0.115582671,2.266089314,0.55078403,0.251104276,1.905209963,0.245855705,13
0.348615988,0.591983337,-0.107011372,2.276583414,0.55078403,0.251104276,1.905209963,0.245855705,13
0.349093738,0.604044083,-0.017786113,2.287068001,0.577414056,0.116659082,2.096138982,0.279935478,13
0.349470821,0.603330707,-0.020371219,2.297541381,0.577414056,0.116659082,2.096138982,0.279935478,13
0.349747128,0.678737041,0.47067129,2.308001865,0.577414056,0.116659082,2.096138982,0.279935478,13
0.34992258,0.677824323,0.417291184,2.31844777,0.577414056,0.116659082,2.096138982,0.279935478,13
0.349997127,0.608839546,-0.07181357,2.328877417,0.577414056,0.116659082,2.096138982,0.279935478,13
0.349970745,0.607728788,-0.071358189,2.339289134,0.577414056,0.116659082,2.096138982,0.279935478,13
0.349843444,0.609008262,-0.055424943,2.349681253,0.577414056,0.116659082,2.096138982,0.279935478,13
0.34961526,0.607700994,-0.05784048,2.360052115,0.577414056,0.116659082,2.096138982,0.279935478,13
0.349286259,0.642767264,0.175758722,2.370400066,0.577414056,0.116659082,2.096138982,0.279935478,13
0.348856535,0.641265241,0.148685152,2.380723463,0.577414056,0.116659082,2.096138982,0.279935478,13
0.348326212,0.649493829,0.187455545,2.391020667,0.577414056,0.116659082,2.096138982,0.279935478,13
0.347695444,0.647799032,0.158010165,2.401290051,0.577414056,0.116659082,2.096138982,0.279935478,13
0.346964412,0.588451135,-0.242064743,2.411529994,0.577414056,0.116659082,2.096138982,0.279935478,13
0.346133328,0.586565764,-0.229092632,2.421738888,0.577414056,0.116659082,2.096138982,0.279935478,13
0.34520243,0.579450574,-0.251299789,2.431915132,0.577414056,0.116659082,2.096138982,0.279935478,13
0.344171987,0.57737705,-0.238546851,2.442057138,0.577414056,0.116659082,2.096138982,0.279935478,13
0.343042297,0.569934648,-0.261852613,2.452163326,0.577414056,0.116659082,2.096138982,0.279935478,13
0.341813685,0.56767561,-0.249168904,2.462232129,0.577414056,0.116659082,2.096138982,0.279935478,13
0.340486505,0.609243982,0.046303818,2.472261993,0.577414056,0.116659082,2.096138982,0.279935478,13
0.33906114,0.606802278,0.026592449,2.482251374,0.577414056,0.116659082,2.096138982,0.279935478,13
0.337538002,0.580335411,-0.146795409,2.492198742,0.578874734,-0.015068164,2.294168862,0.308515896,13
0.335917528,0.577714102,-0.148014421,2.50210258,0.578874734,-0.015068164,2.294168862,0.308515896,13
0.334200188,0.59412404,-0.025738519,2.511961384,0.578874734,-0.015068164,2.294168862,0.308515896,13
0.332386475,0.591326393,-0.040326401,2.521773665,0.578874734,-0.015068164,2.294168862,0.308515896,13
0.330476913,0.615156341,0.119168696,2.531537947,0.578874734,-0.015068164,2.294168862,0.308515896,13
0.328472053,0.612185826,0.088812887,2.541252771,0.578874734,-0.015068164,2.294168862,0.308515896,13
0.326372473,0.605232152,0.035751324,2.550916691,0.578874734,-0.015068164,2.294168862,0.308515896,13
0.324178777,0.602092437,0.012821064,2.560528278,0.578874734,-0.015068164,2.294168862,0.308515896,13
0.321891599,0.537163969,-0.408207202,2.570086119,0.578874734,-0.015068164,2.294168862,0.308515896,13
0.319511599,0.533858918,-0.387099589,2.579588818,0.578874734,-0.015068164,2.294168862,0.308515896,13
0.317039462,0.528853938,-0.379124045,2.589034994,0.578874734,-0.015068164,2.294168862,0.308515896,13
0.314475902,0.525387603,-0.361959041,2.598423286,0.578874734,-0.015068164,2.294168862,0.308515896,13
0.311821657,0.572529553,-0.018517167,2.607752348,0.578874734,-0.015068164,2.294168862,0.308515896,13
0.309077493,0.568906172,-0.038912535,2.617020854,0.578874734,-0.015068164,2.294168862,0.308515896,13
0.306244202,0.558373097,-0.101994073,2.626227496,0.578874734,-0.015068164,2.294168862,0.308515896,13
0.3033226,0.55459709,-0.114855968,2.635370984,0.578874734,-0.015068164,2.294168862,0.308515896,13
0.300313531,0.561153483,-0.059423288,2.644450049,0.578874734,-0.015068164,2.294168862,0.308515896,13
